680,0,0,0,0,0,0,0,0,1,1
670,1,2,2,2,2,2,2,2,2,2
660,2,2,2,2,2,2,3,3,3,3
650,6,6,6,7,8,8,8,8,8,9
640,10,11,13,14,14,16,18,18,19,22
630,24,25,28,32,37,40,44,48,51,54
620,58,64,69,75,84,92,96,103,108,113
610,119,127,134,140,147,161,175,187,196,209
600,221,235,244,253,265,283,296,318,325,349
590,373,390,406,426,446,465,489,514,536,554
580,583,604,636,658,684,715,744,774,809,846
570,882,911,950,987,1014,1059,1102,1141,1194,1230
560,1287,1354,1408,1442,1495,1534,1583,1634,1673,1724
550,1788,1852,1917,1975,2050,2104,2175,2240,2315,2380
540,2446,2511,2588,2679,2741,2813,2880,2965,3037,3111
530,3189,3285,3366,3432,3515,3601,3687,3768,3844,3910
520,4001,4093,4189,4265,4350,4436,4552,4648,4748,4857
510,4947,5045,5149,5243,5352,5458,5565,5681,5788,5894
500,5991,6115,6219,6321,6439,6541,6647,6765,6876,6981
490,7090,7198,7313,7444,7564,7679,7785,7895,8016,8124
480,8256,8397,8493,8599,8714,8833,8967,9112,9249,9394
470,9542,9685,9812,9946,10085,10213,10358,10504,10621,10754
460,10871,11029,11169,11277,11411,11550,11698,11862,12006,12140
450,12284,12442,12590,12728,12867,13003,13149,13293,13423,13555
440,13706,13863,13995,14130,14264,14421,14586,14723,14875,15028
430,15209,15364,15512,15663,15794,15934,16098,16271,16422,16575
420,16727,16899,17057,17218,17374,17522,17695,17858,18012,18191
410,18353,18493,18636,18788,18945,19108,19254,19413,19587,19714
400,19861,20044,20220,20368,20525,20693,20854,21021,21190,21348
390,21487,21644,21796,21925,22077,22233,22382,22524,22649,22806
380,22945,23108,23256,23407,23572,23726,23886,24048,24214,24367
370,24516,24673,24828,24993,25151,25301,25460,25607,25765,25905
360,26042,26194,26346,26482,26660,26805,26980,27127,27267,27400
350,27546,27706,27859,27998,28159,28309,28448,28579,28728,28866
340,29011,29159,29295,29428,29550,29688,29846,29989,30110,30214
330,30344,30474,30633,30778,30907,31012,31127,31277,31404,31518
320,31635,31763,31887,32003,32119,32225,32335,32466,32591,32693
310,32802,32923,33033,33135,33256,33369,33466,33560,33667,33779
300,33883,33978,34067,34142,34241,34342,34451,34552,34642,34734
290,34828,34917,34997,35072,35162,35245,35341,35430,35517,35598
280,35686,35759,35834,35912,35990,36058,36120,36186,36267,36334
270,36410,36482,36546,36618,36685,36747,36801,36867,36929,36999
260,37057,37125,37176,37228,37276,37326,37395,37447,37504,37548
250,37600,37646,37678,37729,37775,37807,37847,37885,37933,37977
240,38011,38045,38072,38113,38141,38168,38196,38234,38265,38297
230,38321,38354,38380,38407,38430,38456,38480,38501,38523,38544
220,38569,38587,38618,38640,38658,38681,38696,38721,38729,38743
210,38760,38775,38792,38813,38826,38838,38852,38867,38876,38896
200,38908,38920,38929,38936,38943,38949,38955,38963,38976,38985
190,38994,39003,39010,39016,39021,39031,39041,39048,39051,39059
180,39063,39068,39073,39073,39075,39079,39081,39082,39084,39089
170,39095,39097,39099,39102,39105,39106,39112,39114,39114,39116
160,39117,39119,39122,39124,39127,39127,39128,39128,39129,39131
150,39132,39133,39137,39139,39140,39142,39143,39146,39148,39149
140,39150,39150,39151,39151,39151,39154,39156,39158,39158,39158
130,39159,39160,39160,39162,39162,39162,39163,39163,39164,39164
120,39165,39166,39166,39166,39167,39168,39170,39170,39170,39170
110,39170,39170,39171,39174,39174,39175,39175,39175,39175,39176
100,39177,39177,39178,39178,39180,39182,39182,39182,39182,39183
90,39184,39184,39184,39184,39184,39187,39188,39188,39188,39188
80,39188,39190,39192,39193,39193,39193,39193,39193,39193,39194
70,39194,39196,39196,39197,39198,39200,39200,39200,39201,39204
60,39206,39211,39213,39214,39215,39217,39217,39219,39220,39220
50,39220,39221,39222,39222,39223,39223,39224,39224,39224,39224
40,39225,39228,39228,39228,39228,39228,39228,39228,39228,39228
30,39228,39228,39228,39228,39229,39229,39230,39230,39230,39230
20,39230,39230,39231,39231,39231,39231,39232,39232,39232,39233
10,39233,39234,39235,39235,39235,39235,39235,39235,39235,39235
0,39235,39236,39236,39237,39287,39287,39287,39287,39287,39794
