680,31,37,39,44,53,62,68,77,85,98
670,107,113,118,132,147,157,173,194,208,221
660,232,248,264,282,307,322,342,361,381,413
650,435,459,489,515,561,597,639,671,706,743
640,790,830,870,917,951,1006,1055,1114,1156,1201
630,1259,1324,1376,1432,1492,1541,1595,1661,1725,1782
620,1841,1918,1984,2056,2125,2204,2294,2382,2467,2536
610,2622,2720,2815,2894,2980,3069,3135,3238,3323,3418
600,3528,3641,3745,3833,3922,4038,4149,4263,4387,4521
590,4625,4737,4853,4980,5092,5224,5343,5452,5577,5708
580,5846,5974,6099,6247,6397,6525,6660,6794,6941,7082
570,7250,7410,7549,7711,7834,7971,8128,8304,8463,8611
560,8763,8941,9116,9283,9469,9620,9778,9941,10115,10331
550,10538,10705,10894,11082,11274,11456,11638,11826,12013,12200
540,12410,12603,12814,13023,13223,13421,13603,13808,13978,14180
530,14401,14605,14834,15047,15249,15466,15700,15920,16139,16381
520,16588,16802,17044,17278,17522,17750,17987,18222,18445,18693
510,18909,19159,19418,19671,19914,20187,20429,20681,20938,21190
500,21455,21710,21967,22246,22523,22780,23056,23329,23580,23854
490,24131,24436,24707,24992,25269,25574,25850,26117,26412,26738
480,27026,27304,27594,27883,28157,28450,28726,29041,29325,29607
470,29887,30200,30501,30789,31114,31398,31721,32035,32340,32673
460,33003,33324,33663,33950,34271,34607,34905,35214,35557,35873
450,36204,36552,36854,37144,37464,37798,38113,38429,38754,39085
440,39428,39765,40079,40420,40747,41129,41465,41775,42098,42432
430,42789,43119,43460,43812,44123,44436,44749,45047,45402,45732
420,46069,46466,46785,47105,47461,47791,48074,48417,48718,49041
410,49381,49719,50050,50387,50730,51047,51354,51707,52081,52392
400,52750,53096,53450,53807,54148,54482,54833,55202,55553,55877
390,56237,56572,56882,57202,57544,57867,58161,58498,58813,59120
380,59466,59801,60116,60415,60735,61074,61405,61707,62048,62363
370,62691,63014,63299,63629,63963,64280,64584,64906,65212,65510
360,65818,66120,66411,66715,66968,67271,67566,67865,68196,68507
350,68793,69072,69376,69664,69966,70282,70588,70877,71177,71485
340,71790,72054,72324,72608,72904,73200,73483,73785,74069,74330
330,74610,74856,75136,75373,75645,75898,76171,76434,76696,76949
320,77192,77443,77747,78011,78269,78517,78745,79001,79252,79473
310,79723,79971,80249,80480,80725,80985,81187,81397,81641,81872
300,82104,82332,82559,82796,82991,83213,83426,83602,83821,84046
290,84243,84439,84634,84830,85028,85210,85424,85615,85843,86052
280,86240,86438,86630,86806,86980,87169,87320,87515,87697,87859
270,88021,88199,88351,88512,88666,88827,89008,89152,89307,89469
260,89624,89757,89905,90064,90206,90348,90491,90637,90775,90910
250,91052,91190,91309,91431,91555,91695,91825,91942,92073,92202
240,92322,92429,92543,92650,92744,92868,92969,93071,93168,93269
230,93368,93461,93557,93639,93728,93836,93933,94040,94121,94205
220,94288,94373,94447,94524,94597,94667,94737,94810,94898,94984
210,95049,95124,95195,95255,95314,95382,95445,95498,95567,95607
200,95654,95712,95755,95803,95854,95905,95955,95994,96027,96056
190,96093,96135,96174,96201,96235,96258,96297,96336,96368,96398
180,96428,96465,96495,96524,96557,96580,96607,96630,96657,96680
170,96704,96724,96746,96766,96784,96800,96812,96824,96837,96842
160,96852,96865,96875,96877,96895,96904,96919,96933,96943,96954
150,96960,96966,96969,96975,96980,96984,96992,96994,97000,97005
140,97012,97018,97022,97024,97024,97025,97030,97032,97034,97037
130,97042,97046,97052,97055,97058,97059,97061,97064,97066,97066
120,97069,97069,97071,97071,97074,97076,97077,97079,97079,97079
110,97081,97082,97083,97085,97086,97087,97089,97092,97092,97092
100,97092,97093,97097,97099,97100,97101,97102,97105,97106,97106
